"code","country","siteid","site_name","compiler","species","common_name","years_monitored","latitude","longitude","nesting_status"
"HN","Honduras (Atlantic Ocean)","WCHN2","Isla de Utila","WIDECAST","Caretta caretta","Loggerhead Sea Turtle",2007,16.1186,-86.9402,"UNQUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN2","Isla de Utila","WIDECAST","Chelonia mydas","Green Sea Turtle",2007,16.1186,-86.9402,"UNQUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN2","Isla de Utila","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2007,16.1186,-86.9402,"UNQUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN3","La Ceiba Cayo Chachahuate","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,15.787624,-86.723792,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN19","Prunnitara","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,15.3802,-83.701,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN7","Punta Castilla","WIDECAST","Caretta caretta","Loggerhead Sea Turtle",2002,15.99253,-85.79831,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN7","Punta Castilla","WIDECAST","Chelonia mydas","Green Sea Turtle",2002,15.99253,-85.79831,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN7","Punta Castilla","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2002,15.99253,-85.79831,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN7","Punta Castilla","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2002,15.99253,-85.79831,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN5","Roatan","WIDECAST","Caretta caretta","Loggerhead Sea Turtle",2006,16.2897,-86.596,"UNQUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN5","Roatan","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,16.2897,-86.596,"UNQUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN8","Sangre Laya","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,15.879083,-85.305983,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN9","Tocamacho","WIDECAST","Caretta caretta","Loggerhead Sea Turtle",2006,15.9815,-85.0011,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN9","Tocamacho","WIDECAST","Chelonia mydas","Green Sea Turtle",2006,15.9815,-85.0011,"UNQUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN9","Tocamacho","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,15.9815,-85.0011,"QUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN9","Tocamacho","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,15.9815,-85.0011,"UNQUANTIFIED"
"HN","Honduras (Atlantic Ocean)","WCHN17","Yahurabila","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,15.4228,-83.8218,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN14","Buquete","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2007,13.27038889,-87.51477778,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN17","Camprirana (El Venado)","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2010,13.105778,-87.430361,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN16","del Muerto","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2007,13.27544444,-87.51411111,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN04","Don Walther","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2009,13.2875,-87.51588889,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN20","El Banquito (Punta Raton)","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2010,13.252167,-87.510889,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN05","El Muerto","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2009,13.27552778,-87.51394444,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN15","El Patio","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2007,13.26947222,-87.51444444,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN06","El Tiburon","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2009,13.28630556,-87.51111111,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN07","La Cooperativa","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2009,13.28158333,-87.51244444,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN18","La Dorada (El Venado)","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2010,13.132417,-87.429667,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN11","La Playa","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2008,13.26841667,-87.51444444,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN12","La Playa North","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2008,13.2695,-87.51458333,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN13","La Playa South","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2008,13.27175,-87.5145,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN21","La Vuelta (Punta Raton)","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2010,13.265111,-87.513694,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN09","Palo Pique","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2009,13.27977778,-87.513,"QUANTIFIED"
"EPHN","Honduras (Pacific Ocean)","EPHN19","Primer Punta (El Venado)","ProTECTOR","Lepidochelys olivacea","Olive Ridley",2010,13.104611,-87.430944,"QUANTIFIED"
"IN","India","IN19","01 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.8804011746,74.5960985987,"UNQUANTIFIED"
"IN","India","IN20","01 Utarra Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,14.7381381262,74.218910391,"UNQUANTIFIED"
"IN","India","IN21","02 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.8537971632,74.6091762529,"UNQUANTIFIED"
"IN","India","IN22","02 Utarra Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,14.8797124332,74.0918238623,"UNQUANTIFIED"
"IN","India","IN23","03 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.7562928675,74.6373056423,"UNQUANTIFIED"
"IN","India","IN24","03 Utarra Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,14.705612122,74.2581776017,"UNQUANTIFIED"
"IN","India","IN25","04 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.721729922,74.6455443706,"UNQUANTIFIED"
"IN","India","IN26","04 Utarra Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,14.429920665,74.3809255217,"UNQUANTIFIED"
"IN","India","IN27","05 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.6448868878,74.6638613533,"UNQUANTIFIED"
"IN","India","IN28","05 Utarra Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,14.207692683,74.4600281631,"UNQUANTIFIED"
"IN","India","IN29","06 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.3414765209,74.6748662864,"UNQUANTIFIED"
"IN","India","IN30","06 Utarra Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.9561176393,74.5529191747,"UNQUANTIFIED"
"IN","India","IN31","07 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.2560182349,74.7324695316,"UNQUANTIFIED"
"IN","India","IN32","08 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.0658129969,74.7698023898,"UNQUANTIFIED"
"IN","India","IN33","09 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.0339393708,74.7761737093,"UNQUANTIFIED"
"IN","India","IN34","10 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,12.9468424862,74.7937160516,"UNQUANTIFIED"
"IN","India","IN35","11 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,12.8915279843,74.8048570462,"UNQUANTIFIED"
"IN","India","IN36","12 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,12.8494591829,74.8274975707,"UNQUANTIFIED"
"IN","India","IN37","13 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,12.8051780198,74.8456245134,"UNQUANTIFIED"
"IN","India","IN38","14 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,12.7690781608,74.8525531095,"UNQUANTIFIED"
"IN","India","IN39","15 Dakshina Kannada District",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.5634060866,74.6727675781,"UNQUANTIFIED"
"IN","India","IN40","Achara, Sindhudurg",NA,"Chelonia mydas","Green Sea Turtle",2000,16.2798271515,73.4084348292,"UNQUANTIFIED"
"IN","India","IN40","Achara, Sindhudurg",NA,"Lepidochelys olivacea","Olive Ridley",2000,16.2798271515,73.4084348292,"UNQUANTIFIED"
"IN","India","IN41","Adri-Navapara, Junagadh",NA,"Chelonia mydas","Green Sea Turtle",2000,20.9866509568,70.2446752221,"QUANTIFIED"
"IN","India","IN41","Adri-Navapara, Junagadh",NA,"Lepidochelys olivacea","Olive Ridley",2000,20.9866509568,70.2446752221,"QUANTIFIED"
"IN","India","IN42","Agatti Island, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.8362444917,72.183530012,"QUANTIFIED"
"IN","India","IN42","Agatti Island, Laccadive Island Group",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2001,10.8362444917,72.183530012,"QUANTIFIED"
"IN","India","IN42","Agatti Island, Laccadive Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,10.8362444917,72.183530012,"QUANTIFIED"
"IN","India","IN43","Agonda",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.0206878318,73.9970076086,"QUANTIFIED"
"IN","India","IN44","Akupa, Andaman and Nicobar Islands",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.36768357178,93.6436360392,"UNQUANTIFIED"
"IN","India","IN45","Ambolgad, Ratnargiri",NA,"Chelonia mydas","Green Sea Turtle",2000,16.6220060877,73.3356848445,"UNQUANTIFIED"
"IN","India","IN45","Ambolgad, Ratnargiri",NA,"Lepidochelys olivacea","Olive Ridley",2000,16.6220060877,73.3356848445,"UNQUANTIFIED"
"IN","India","IN46","Amindivi Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,11.3833333,72.3833333,"QUANTIFIED"
"IN","India","IN47","Amini Island, Amindivi Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,11.1,72.75,"QUANTIFIED"
"IN","India","IN48","Amreli",NA,"Lepidochelys olivacea","Olive Ridley",2000,20.9441260971,71.5354156494,"QUANTIFIED"
"IN","India","IN49","Anderson Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.7499673903,92.7190672098,"UNQUANTIFIED"
"IN","India","IN50","Andrott Island, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.8272244933,73.6799435695,"QUANTIFIED"
"IN","India","IN50","Andrott Island, Laccadive Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,10.8272244933,73.6799435695,"QUANTIFIED"
"IN","India","IN51","Anjunem",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.5522237107,73.7419567114,"UNQUANTIFIED"
"IN","India","IN52","Bada-Layja Nana, Kachchh",NA,"Lepidochelys olivacea","Olive Ridley",2000,22.8435403591,69.1758144044,"QUANTIFIED"
"IN","India","IN53","Baidher Island, Jamnagar",NA,"Chelonia mydas","Green Sea Turtle",2000,22.4829147067,69.2365972143,"QUANTIFIED"
"IN","India","IN53","Baidher Island, Jamnagar",NA,"Lepidochelys olivacea","Olive Ridley",2000,22.4829147067,69.2365972143,"QUANTIFIED"
"IN","India","IN54","Bambhdai-Bada, Kachchh",NA,"Lepidochelys olivacea","Olive Ridley",2000,22.9375215043,69.0252128236,"QUANTIFIED"
"IN","India","IN55","Bangaram Island, Laccadive Island Group",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2001,10.9342549526,72.2829219084,"QUANTIFIED"
"IN","India","IN56","Baratang Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.1440778903,92.828083667,"UNQUANTIFIED"
"IN","India","IN58","Beaches between Ekiti Bay and Jackson Creek, Little Andaman Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,10.8294739131,92.4293917455,"UNQUANTIFIED"
"IN","India","IN59","Beaches of Great Nicobar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.06353660338,93.6613527626,"UNQUANTIFIED"
"IN","India","IN03","Beaches of the Nicobar Islands",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,7.2955,93.749,"UNQUANTIFIED"
"IN","India","IN60","Beaches south of Dugong Creek, Little Andaman Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,10.7990884683,92.5570918056,"UNQUANTIFIED"
"IN","India","IN57","Beach opposite Pigeon Island, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.06972879252,93.9123098892,"UNQUANTIFIED"
"IN","India","IN61","Betul",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.1892647043,73.9291792369,"UNQUANTIFIED"
"IN","India","IN62","Between Ekiti Bay and Jackson Creek, Little Andaman Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,10.8345353975,92.4335992069,"UNQUANTIFIED"
"IN","India","IN63","Bhavnagar",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.7569488252,72.2323608398,"QUANTIFIED"
"IN","India","IN64","Bijeara, Sunderban Biosphere Reserve, South 24 Parganas",NA,"Lepidochelys olivacea","Olive Ridley",2001,21.5354440781,88.5478084065,"QUANTIFIED"
"IN","India","IN65","Bitra Island, Amindivi Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,11.55,72.15,"QUANTIFIED"
"IN","India","IN66","Bluff Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.2514171911,92.7068745689,"UNQUANTIFIED"
"IN","India","IN67","Bogmalo",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.3627039763,73.8510741342,"UNQUANTIFIED"
"IN","India","IN68","Calanguite",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.5292516217,73.7534427559,"UNQUANTIFIED"
"IN","India","IN199","Casuarina Bay, North of Dagma River, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.0138,93.6926,"UNQUANTIFIED"
"IN","India","IN69","Casuarina Bay, South of Dagma River, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.0092913983,93.6969338931,"UNQUANTIFIED"
"IN","India","IN70","Chaimari, Sunderban Tiger Reserve, South 24 Parganas",NA,"Lepidochelys olivacea","Olive Ridley",2001,21.6107132957,88.9786582001,"QUANTIFIED"
"IN","India","IN71","Chennai - Madras",NA,"Lepidochelys olivacea","Olive Ridley",2000,13.0597469466,80.2870559692,"QUANTIFIED"
"IN","India","IN72","Chetlat Island, Amindivi Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,11.7,72.7,"QUANTIFIED"
"IN","India","IN73","Coffree Dera, North Andaman Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,13.5105689358,93.0526347362,"UNQUANTIFIED"
"IN","India","IN04","Cuthbert Bay",NA,"Lepidochelys olivacea","Olive Ridley",2003,12.6865024597,92.9923917787,"QUANTIFIED"
"IN","India","IN74","Dahanu, Thane",NA,"Lepidochelys olivacea","Olive Ridley",2000,20.0068490852,72.7201266332,"UNQUANTIFIED"
"IN","India","IN123","Dahvu Beach, Little Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.30346491902,93.6152250072,"UNQUANTIFIED"
"IN","India","IN75","Dahvu Beach, Little Nicobar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.30346491902,93.6152250072,"UNQUANTIFIED"
"IN","India","IN76","Devi River mouth, Orissa; includes Rushikulya, Gahirmatha Rivers",NA,"Lepidochelys olivacea","Olive Ridley",2003,19.9802054489,86.4060255719,"QUANTIFIED"
"IN","India","IN77","Digha/Dadanpatrabar, Medinipore",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.6920270614,87.7814303062,"QUANTIFIED"
"IN","India","IN78","East coast of North Passage Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.2734866437,92.9505249538,"UNQUANTIFIED"
"IN","India","IN80","Eastern coast, Great Nicobar Island",NA,"Lepidochelys olivacea","Olive Ridley",1995,7.0034252232,93.9497927914,"UNQUANTIFIED"
"IN","India","IN81","Eastern side, Craggy Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.2206723072,93.0530930944,"UNQUANTIFIED"
"IN","India","IN82","Eastern side, East Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.6314992961,93.0621633436,"UNQUANTIFIED"
"IN","India","IN83","Eastern side, Landfall Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.663483086,93.0340273671,"UNQUANTIFIED"
"IN","India","IN79","Eastern side, Temple Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.393206251,93.0752620735,"UNQUANTIFIED"
"IN","India","IN84","Excelsior Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.4490447207,93.1010491435,"UNQUANTIFIED"
"IN","India","IN85","Flat Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.5279372439,92.6805012459,"UNQUANTIFIED"
"IN","India","IN05","Galathea Beach, Great Nicobar Island",NA,"Lepidochelys olivacea","Olive Ridley",2000,6.78513411436,93.8757492916,"QUANTIFIED"
"IN","India","IN86","Galgibaga",NA,"Lepidochelys olivacea","Olive Ridley",2004,14.9600472,74.0495654,"QUANTIFIED"
"IN","India","IN87","Gota Bay, Little Nicobar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.41980957866,93.6965467688,"UNQUANTIFIED"
"IN","India","IN92","Gulf of Kutchh",NA,"Chelonia mydas","Green Sea Turtle",2000,22.3717396,69.14380089,"UNQUANTIFIED"
"IN","India","IN93","Gulf of Mannar",NA,"Chelonia mydas","Green Sea Turtle",2000,9.166033,79.431271,"UNQUANTIFIED"
"IN","India","IN94","Gundilai-Tragadi, Kachchh",NA,"Lepidochelys olivacea","Olive Ridley",2000,22.7735743557,69.4592432945,"QUANTIFIED"
"IN","India","IN95","Hump Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.6322498319,92.7226638798,"UNQUANTIFIED"
"IN","India","IN96","Inglish Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.132396626,93.1324368534,"UNQUANTIFIED"
"IN","India","IN97","Interview Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.8249780115,92.6681503292,"UNQUANTIFIED"
"IN","India","IN98","Jambudwip, Sunderban Biosphere Reserve, South 24 Parganas",NA,"Lepidochelys olivacea","Olive Ridley",2001,21.5441328978,88.1903892314,"QUANTIFIED"
"IN","India","IN99","Kabra Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.40096295518,93.7265123314,"UNQUANTIFIED"
"IN","India","IN100","Kadmat Island, Amindivi Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,11.233333,72.783333,"QUANTIFIED"
"IN","India","IN100","Kadmat Island, Amindivi Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,11.233333,72.783333,"QUANTIFIED"
"IN","India","IN101","Kalash, Sunderban Biosphere Reserve, South 24 Parganas",NA,"Lepidochelys olivacea","Olive Ridley",2001,21.5861540517,88.5878145455,"QUANTIFIED"
"IN","India","IN102","Kalingapatnam",NA,"Lepidochelys olivacea","Olive Ridley",2001,18.3173738799,84.1415405273,"QUANTIFIED"
"IN","India","IN103","Kalpeni Island, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.083333,73.633333,"QUANTIFIED"
"IN","India","IN103","Kalpeni Island, Laccadive Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,10.083333,73.633333,"QUANTIFIED"
"IN","India","IN104","Kalpitti Islet, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.8026409288,72.1682537155,"QUANTIFIED"
"IN","India","IN104","Kalpitti Islet, Laccadive Island Group",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2001,10.8026409288,72.1682537155,"QUANTIFIED"
"IN","India","IN104","Kalpitti Islet, Laccadive Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,10.8026409288,72.1682537155,"QUANTIFIED"
"IN","India","IN105","Kamond-Suthri, Kachchh",NA,"Lepidochelys olivacea","Olive Ridley",2000,23.0768220909,68.7727071135,"QUANTIFIED"
"IN","India","IN106","Kanniyakumari to Tiruchendur 70 km",NA,"Lepidochelys olivacea","Olive Ridley",2000,8.25379008807,77.8631620883,"QUANTIFIED"
"IN","India","IN107","Kantla-Kachhadi, Jungadh",NA,"Chelonia mydas","Green Sea Turtle",2000,21.6120103362,69.622339976,"QUANTIFIED"
"IN","India","IN108","Kasarakod",NA,"Lepidochelys olivacea","Olive Ridley",2006,12.4884538706,74.9793720245,"QUANTIFIED"
"IN","India","IN109","Kashid, Raigad",NA,"Lepidochelys olivacea","Olive Ridley",2000,18.434699861,72.9028069286,"UNQUANTIFIED"
"IN","India","IN111","Kavaratti Island, Laccadive Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,10.5582001197,72.6358043426,"QUANTIFIED"
"IN","India","IN111","Kavaratti Island, Laccadive Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,10.5582001197,72.6358043426,"QUANTIFIED"
"IN","India","IN112","Kerim",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.6751243869,73.6983097423,"UNQUANTIFIED"
"IN","India","IN113","Kharakhetar-Kuranga, Jamnagar",NA,"Chelonia mydas","Green Sea Turtle",2000,22.0449141622,69.1330884335,"QUANTIFIED"
"IN","India","IN113","Kharakhetar-Kuranga, Jamnagar",NA,"Lepidochelys olivacea","Olive Ridley",2000,22.0449141622,69.1330884335,"QUANTIFIED"
"IN","India","IN114","Kiltan Island, Amindivi Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,11.483333,73,"QUANTIFIED"
"IN","India","IN115","Kovalum",NA,"Lepidochelys olivacea","Olive Ridley",1976,8.39018612069,76.9722747803,"UNQUANTIFIED"
"IN","India","IN116","Kozhikode",NA,"Lepidochelys olivacea","Olive Ridley",2006,11.25249044,75.7699584961,"QUANTIFIED"
"IN","India","IN117","Laccadive Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,11,72.5,"QUANTIFIED"
"IN","India","IN118","Laful Anch Creek, Great Nicobar Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2000,7.17868534345,93.8821581526,"UNQUANTIFIED"
"IN","India","IN119","Lakshadweep",NA,"Chelonia mydas","Green Sea Turtle",2000,10.568482,72.642123,"QUANTIFIED"
"IN","India","IN120","Lamba, Jamnagar",NA,"Chelonia mydas","Green Sea Turtle",2000,21.8847791909,69.296770855,"QUANTIFIED"
"IN","India","IN120","Lamba, Jamnagar",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.8847791909,69.296770855,"QUANTIFIED"
"IN","India","IN121","Lamba-Miyani, Jamnagar",NA,"Chelonia mydas","Green Sea Turtle",2000,21.8198897319,69.3748128282,"QUANTIFIED"
"IN","India","IN121","Lamba-Miyani, Jamnagar",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.8198897319,69.3748128282,"QUANTIFIED"
"IN","India","IN122","Layja Nana-Mandvi, Kachchh",NA,"Lepidochelys olivacea","Olive Ridley",2000,22.8285560607,69.3148166675,"QUANTIFIED"
"IN","India","IN07","Little Andaman Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,10.55,92.40833,"UNQUANTIFIED"
"IN","India","IN08","Mahatma Ghandi Marine National Park",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.569657,92.558898,"UNQUANTIFIED"
"IN","India","IN124","Maka Chua Beach, Little Nicobar Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.40605405466,93.6914897941,"UNQUANTIFIED"
"IN","India","IN125","Malvan, Sindhudurg",NA,"Chelonia mydas","Green Sea Turtle",2000,16.0580825801,73.4562530514,"UNQUANTIFIED"
"IN","India","IN125","Malvan, Sindhudurg",NA,"Lepidochelys olivacea","Olive Ridley",2000,16.0580825801,73.4562530514,"UNQUANTIFIED"
"IN","India","IN126","Mamallapuram - Pondi",NA,"Lepidochelys olivacea","Olive Ridley",2000,12.61645,80.194031,"QUANTIFIED"
"IN","India","IN127","Mangrol-Bada, Junagadh",NA,"Chelonia mydas","Green Sea Turtle",2000,21.0837668672,70.1284261318,"QUANTIFIED"
"IN","India","IN127","Mangrol-Bada, Junagadh",NA,"Lepidochelys olivacea","Olive Ridley",2000,21.0837668672,70.1284261318,"QUANTIFIED"
"IN","India","IN128","Mechua, Sunderban Tiger Reserve, South 24 Parganas",NA,"Lepidochelys olivacea","Olive Ridley",2001,21.6023004027,89.0223095305,"QUANTIFIED"
"IN","India","IN129","Meroe Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,7.52320289815,93.4801803251,"UNQUANTIFIED"
"IN","India","IN130","Middle Button Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,12.2753334043,93.039665222,"UNQUANTIFIED"
"IN","India","IN131","Mideastern Side, North Reef Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2000,13.0842269935,92.7188400583,"UNQUANTIFIED"
"IN","India","IN132","Minicoy Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,8.2870553,73.0611882,"QUANTIFIED"
"IN","India","IN133","Minicoy Island, Minicoy Island Group",NA,"Chelonia mydas","Green Sea Turtle",2001,8.26593211382,73.0492941676,"QUANTIFIED"
"IN","India","IN133","Minicoy Island, Minicoy Island Group",NA,"Lepidochelys olivacea","Olive Ridley",2001,8.26593211382,73.0492941676,"QUANTIFIED"
"IN","India","IN134","Mojap-Sivrajpur, Jamnagar",NA,"Chelonia mydas","Green Sea Turtle",2000,22.3343198066,68.9461166338,"QUANTIFIED"
"IN","India","IN134","Mojap-Sivrajpur, Jamnagar",NA,"Lepidochelys olivacea","Olive Ridley",2000,22.3343198066,68.9461166338,"QUANTIFIED"
"IN","India","IN135","Morjim",NA,"Lepidochelys olivacea","Olive Ridley",2000,15.6211399777,73.7189846224,"UNQUANTIFIED"
"IN","India","IN136","Mumbai",NA,"Chelonia mydas","Green Sea Turtle",2000,18.9709025209,72.8049443828,"UNQUANTIFIED"
"IN","India","IN136","Mumbai",NA,"Lepidochelys olivacea","Olive Ridley",2000,18.9709025209,72.8049443828,"UNQUANTIFIED"
"IN","India","IN137","Nagapattinam",NA,"Lepidochelys olivacea","Olive Ridley",2000,10.712971612,79.8558014096,"QUANTIFIED"
