"code","country","siteid","site_name","compiler","species","common_name","years_monitored","latitude","longitude","nesting_status"
"NC","New Caledonia","NC92","Uatio",NA,"Caretta caretta","Loggerhead Sea Turtle",2017,-22.7106,166.79531,"QUANTIFIED"
"NC","New Caledonia","NC93","Uié",NA,"Caretta caretta","Loggerhead Sea Turtle",2006,-22.7229,166.91714,"QUANTIFIED"
"NC","New Caledonia","NC93","Uié",NA,"Caretta caretta","Loggerhead Sea Turtle",2017,-22.7229,166.91714,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI04","La Flor, Carazo",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,11.5372869199,-86.2022168097,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI04","La Flor, Carazo",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2009,11.5372869199,-86.2022168097,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI03","RN Isla Juan Venado",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2003,12.329277,-86.977696,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI03","RN Isla Juan Venado",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,12.329277,-86.977696,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Chelonia mydas","Green Sea Turtle",2006,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Chelonia mydas","Green Sea Turtle",2007,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Chelonia mydas","Green Sea Turtle",2008,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Lepidochelys olivacea","Olive Ridley",2006,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Lepidochelys olivacea","Olive Ridley",2007,11.55447,-86.218481,"QUANTIFIED"
"NI","Nicaragua (Pacific Ocean)","NI14","Veracruz de Acayo",NA,"Lepidochelys olivacea","Olive Ridley",2008,11.55447,-86.218481,"QUANTIFIED"
"NG","Nigeria","NG02","Port Lekki Beach",NA,"Chelonia mydas","Green Sea Turtle",2013,6.422623,4.010932,"QUANTIFIED"
"NG","Nigeria","NG02","Port Lekki Beach",NA,"Chelonia mydas","Green Sea Turtle",2014,6.422623,4.010932,"QUANTIFIED"
"NG","Nigeria","NG02","Port Lekki Beach",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2013,6.422623,4.010932,"QUANTIFIED"
"NG","Nigeria","NG02","Port Lekki Beach",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2014,6.422623,4.010932,"QUANTIFIED"
"NG","Nigeria","NG02","Port Lekki Beach",NA,"Lepidochelys olivacea","Olive Ridley",2013,6.422623,4.010932,"QUANTIFIED"
"NG","Nigeria","NG02","Port Lekki Beach",NA,"Lepidochelys olivacea","Olive Ridley",2014,6.422623,4.010932,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA02","Armila","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2007,8.661111,-77.443056,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA02","Armila","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2014,8.661111,-77.443056,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Caretta caretta","Loggerhead Sea Turtle",2004,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Caretta caretta","Loggerhead Sea Turtle",2006,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Caretta caretta","Loggerhead Sea Turtle",2007,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Caretta caretta","Loggerhead Sea Turtle",2008,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2004,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2005,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2014,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2005,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2007,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2008,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA05","Chiriqui",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2014,8.92831,-81.64934,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2005,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2014,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2005,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2007,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2008,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA16","Escudo de Veraguas Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2014,9.090912,-81.573039,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2005,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2014,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2005,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2007,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2008,9.055212,-81.760046,"QUANTIFIED"
"PA","Panama (Atlantic Ocean)","PA17","Red",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2014,9.055212,-81.760046,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2004,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2010,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2011,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG02","Busama (Buli)",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2012,-6.922406,146.945847,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2003,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2004,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2005,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2010,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2011,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG04","Kamiali Wildlife Management Area",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2012,-7.28333,147.11667,"QUANTIFIED"
"PG","Papua New Guinea","PG12","Kobo",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,-7.8305,147.66805,"QUANTIFIED"
"PG","Papua New Guinea","PG12","Kobo",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,-7.8305,147.66805,"QUANTIFIED"
"PG","Papua New Guinea","PG12","Kobo",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2010,-7.8305,147.66805,"QUANTIFIED"
"PG","Papua New Guinea","PG12","Kobo",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2012,-7.8305,147.66805,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2004,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2010,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2011,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG07","Labu Tale",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2012,-6.859822,146.946833,"QUANTIFIED"
"PG","Papua New Guinea","PG09","Paiawa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2004,-7.505589,147.324456,"QUANTIFIED"
"PG","Papua New Guinea","PG09","Paiawa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2006,-7.505589,147.324456,"QUANTIFIED"
"PG","Papua New Guinea","PG09","Paiawa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2007,-7.505589,147.324456,"QUANTIFIED"
"PG","Papua New Guinea","PG09","Paiawa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2008,-7.505589,147.324456,"QUANTIFIED"
"PG","Papua New Guinea","PG09","Paiawa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,-7.505589,147.324456,"QUANTIFIED"
"PG","Papua New Guinea","PG09","Paiawa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2010,-7.505589,147.324456,"QUANTIFIED"
"PG","Papua New Guinea","PG10","Salus",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2003,-7.2066,147.107,"QUANTIFIED"
"PG","Papua New Guinea","PG10","Salus",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,-7.2066,147.107,"QUANTIFIED"
"PG","Papua New Guinea","PG14","Sapa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2009,-7.7924,147.661,"QUANTIFIED"
"PG","Papua New Guinea","PG14","Sapa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2010,-7.7924,147.661,"QUANTIFIED"
"PG","Papua New Guinea","PG14","Sapa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2011,-7.7924,147.661,"QUANTIFIED"
"PG","Papua New Guinea","PG14","Sapa",NA,"Dermochelys coriacea","Leatherback Sea Turtle",2012,-7.7924,147.661,"QUANTIFIED"
"PE","Peru","PE03","El Nuro",NA,"Lepidochelys olivacea","Olive Ridley",2007,-4.205928,-81.166536,"QUANTIFIED"
"PE","Peru","PE03","El Nuro",NA,"Lepidochelys olivacea","Olive Ridley",2014,-4.205928,-81.166536,"QUANTIFIED"
"PR","Puerto Rico","PR02","Brava, Reseca, Zoni, Flamenco, Tortolo, Culebrita","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2004,18.3,-65.267,"QUANTIFIED"
"PR","Puerto Rico","PR02","Brava, Reseca, Zoni, Flamenco, Tortolo, Culebrita","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,18.3,-65.267,"QUANTIFIED"
"PR","Puerto Rico","PR03","Caja-de-Muertos","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,17.980892,-66.62502,"QUANTIFIED"
"PR","Puerto Rico","PR03","Caja-de-Muertos","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,17.980892,-66.62502,"QUANTIFIED"
"PR","Puerto Rico","PR04","Covento-La Selva","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2004,18.333,-65.617,"QUANTIFIED"
"PR","Puerto Rico","PR04","Covento-La Selva","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,18.333,-65.617,"QUANTIFIED"
"PR","Puerto Rico","PR10","Culebra","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2009,18.330881,-65.295336,"QUANTIFIED"
"PR","Puerto Rico","PR10","Culebra","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2011,18.330881,-65.295336,"QUANTIFIED"
"PR","Puerto Rico","PR10","Culebra","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,18.330881,-65.295336,"QUANTIFIED"
"PR","Puerto Rico","PR10","Culebra","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2009,18.330881,-65.295336,"QUANTIFIED"
"PR","Puerto Rico","PR10","Culebra","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,18.330881,-65.295336,"QUANTIFIED"
"PR","Puerto Rico","PR11","Dorado","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2011,18.458889,-66.267778,"QUANTIFIED"
"PR","Puerto Rico","PR11","Dorado","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,18.458889,-66.267778,"QUANTIFIED"
"PR","Puerto Rico","PR09","Fajardo-Luquillo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2009,18.042056,-65.713725,"QUANTIFIED"
"PR","Puerto Rico","PR09","Fajardo-Luquillo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2010,18.042056,-65.713725,"QUANTIFIED"
"PR","Puerto Rico","PR09","Fajardo-Luquillo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2011,18.042056,-65.713725,"QUANTIFIED"
"PR","Puerto Rico","PR09","Fajardo-Luquillo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,18.042056,-65.713725,"QUANTIFIED"
"PR","Puerto Rico","WCPR22","Islote Arecibo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,18.4747,-66.7266,"QUANTIFIED"
"PR","Puerto Rico","WCPR22","Islote Arecibo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,18.4747,-66.7266,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2009,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2010,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2011,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2011,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","WCPR10","Maunabo","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,17.966973,-65.978155,"QUANTIFIED"
"PR","Puerto Rico","PR08","Mona Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2006,18.0966,-67.9363,"QUANTIFIED"
"PR","Puerto Rico","PR08","Mona Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2007,18.0966,-67.9363,"QUANTIFIED"
"PR","Puerto Rico","PR08","Mona Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2008,18.0966,-67.9363,"QUANTIFIED"
"PR","Puerto Rico","PR08","Mona Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2009,18.0966,-67.9363,"QUANTIFIED"
"PR","Puerto Rico","PR08","Mona Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2010,18.0966,-67.9363,"QUANTIFIED"
"PR","Puerto Rico","PR08","Mona Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2011,18.0966,-67.9363,"QUANTIFIED"
"PR","Puerto Rico","PR08","Mona Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,18.0966,-67.9363,"QUANTIFIED"
"PR","Puerto Rico","WCPR7","Vieques","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2004,18.116,-65.416,"QUANTIFIED"
"PR","Puerto Rico","WCPR7","Vieques","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2011,18.116,-65.416,"QUANTIFIED"
"PR","Puerto Rico","WCPR7","Vieques","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,18.116,-65.416,"QUANTIFIED"
"PR","Puerto Rico","WCPR7","Vieques","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2004,18.116,-65.416,"QUANTIFIED"
"PR","Puerto Rico","WCPR7","Vieques","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,18.116,-65.416,"QUANTIFIED"
"PR","Puerto Rico","WCPR9","Yabucoa","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2006,18.99,-65.5,"QUANTIFIED"
"PR","Puerto Rico","WCPR9","Yabucoa","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2010,18.99,-65.5,"QUANTIFIED"
"PR","Puerto Rico","WCPR9","Yabucoa","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2011,18.99,-65.5,"QUANTIFIED"
"PR","Puerto Rico","WCPR9","Yabucoa","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2012,18.99,-65.5,"QUANTIFIED"
"QA","Qatar","QA01","Fuwairit",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2005,26.030221,51.373732,"QUANTIFIED"
"QA","Qatar","QA01","Fuwairit",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2007,26.030221,51.373732,"QUANTIFIED"
"QA","Qatar","QA01","Fuwairit",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2011,26.030221,51.373732,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2001,25.9352,51.53363,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2002,25.9352,51.53363,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2003,25.9352,51.53363,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2004,25.9352,51.53363,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2005,25.9352,51.53363,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,25.9352,51.53363,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2007,25.9352,51.53363,"QUANTIFIED"
"QA","Qatar","QA02","Ras Laffan",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2011,25.9352,51.53363,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2005,-21.133,55.55,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2007,-21.133,55.55,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2009,-21.133,55.55,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2010,-21.133,55.55,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2011,-21.133,55.55,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2013,-21.133,55.55,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2015,-21.133,55.55,"QUANTIFIED"
"RE","Réunion","RE02","All island",NA,"Chelonia mydas","Green Sea Turtle",2016,-21.133,55.55,"QUANTIFIED"
"KN","Saint Kitts and Nevis","KN01","Cayon to Key","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2004,17.344,-62.7122,"QUANTIFIED"
"KN","Saint Kitts and Nevis","KN01","Cayon to Key","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,17.344,-62.7122,"QUANTIFIED"
"KN","Saint Kitts and Nevis","KN05","North Friars","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2004,17.2782,-62.6734,"QUANTIFIED"
"KN","Saint Kitts and Nevis","KN05","North Friars","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",2005,17.2782,-62.6734,"QUANTIFIED"
"ST","São Tomé and Príncipe","ST08","Boi","ATM","Chelonia mydas","Green Sea Turtle",2012,1.680389,7.459425,"QUANTIFIED"
"ST","São Tomé and Príncipe","ST08","Boi","ATM","Chelonia mydas","Green Sea Turtle",2013,1.680389,7.459425,"QUANTIFIED"
"ST","São Tomé and Príncipe","ST08","Boi","ATM","Dermochelys coriacea","Leatherback Sea Turtle",2012,1.680389,7.459425,"QUANTIFIED"
"ST","São Tomé and Príncipe","ST08","Boi","ATM","Dermochelys coriacea","Leatherback Sea Turtle",2013,1.680389,7.459425,"QUANTIFIED"
"ST","São Tomé and Príncipe","ST08","Boi","ATM","Eretmochelys imbricata","Hawksbill Sea Turtle",2012,1.680389,7.459425,"QUANTIFIED"
